Date,Season,Opp,Type,Rslt,Tm,Opp_score,eFG%,TOV%,DRB%,FT%,Opp_eFG%,Opp_TOV%,Opp_DRB%,Opp_FT%,Source_File
2024-03-14,2023-2024,Central Michigan,CTOURN,W,66.0,56.0,0.425,9.0,32.0,0.789,0.441,7.0,21.0,0.667,bowling-green-state.csv
2024-03-15,2023-2024,Kent State,CTOURN,L,60.0,73.0,0.415,9.0,19.0,0.941,0.627,9.0,22.0,0.563,bowling-green-state.csv
2024-03-20,2023-2024,Purdue Fort Wayne,CIT,L,75.0,77.0,0.526,13.0,25.0,0.778,0.523,12.0,24.0,0.909,bowling-green-state.csv
2024-11-04,2024-2025,Southern Mississippi,REG (Non-Conf),L,68.0,77.0,0.485,13.0,24.0,0.5,0.533,12.0,27.0,0.857,bowling-green-state.csv
2024-11-08,2024-2025,Davidson,REG (Non-Conf),L,85.0,91.0,0.55,9.0,20.0,0.76,0.557,13.0,26.0,0.821,bowling-green-state.csv
2024-11-11,2024-2025,,REG (Non-Conf),W,107.0,43.0,0.716,10.0,34.0,0.733,0.313,20.0,18.0,0.571,bowling-green-state.csv
2024-11-16,2024-2025,Michigan State,REG (Non-Conf),L,72.0,86.0,0.476,12.0,18.0,0.929,0.492,11.0,27.0,0.875,bowling-green-state.csv
2024-11-19,2024-2025,Niagara,REG (Non-Conf),W,76.0,68.0,0.644,10.0,20.0,0.9,0.527,11.0,19.0,0.714,bowling-green-state.csv
2024-11-23,2024-2025,Bellarmine,REG (Non-Conf),L,68.0,80.0,0.509,10.0,19.0,0.75,0.577,9.0,27.0,0.909,bowling-green-state.csv
2024-11-29,2024-2025,Weber State,REG (Non-Conf),L,70.0,73.0,0.441,13.0,22.0,0.857,0.536,14.0,22.0,0.667,bowling-green-state.csv
2024-11-30,2024-2025,New Mexico State,REG (Non-Conf),W,61.0,60.0,0.337,8.0,26.0,0.867,0.4,13.0,31.0,0.8,bowling-green-state.csv
2024-12-07,2024-2025,Morgan State,REG (Non-Conf),W,102.0,81.0,0.654,8.0,26.0,0.813,0.472,12.0,23.0,0.619,bowling-green-state.csv
2024-12-14,2024-2025,Kansas City,REG (Non-Conf),L,77.0,85.0,0.598,13.0,17.0,0.714,0.694,9.0,19.0,0.833,bowling-green-state.csv
2024-12-21,2024-2025,St. Thomas,REG (Non-Conf),L,68.0,93.0,0.424,15.0,23.0,0.9,0.605,13.0,31.0,0.818,bowling-green-state.csv
2024-12-23,2024-2025,,REG (Non-Conf),W,87.0,62.0,0.529,14.0,29.0,0.722,0.415,16.0,21.0,0.813,bowling-green-state.csv
2025-01-03,2024-2025,Akron,REG (Conf),L,68.0,71.0,0.409,14.0,30.0,0.667,0.478,12.0,25.0,0.778,bowling-green-state.csv
2025-01-07,2024-2025,Western Michigan,REG (Conf),W,83.0,79.0,0.586,10.0,20.0,0.6,0.516,11.0,17.0,0.714,bowling-green-state.csv
2025-01-11,2024-2025,Ball State,REG (Conf),L,69.0,91.0,0.468,12.0,17.0,0.524,0.652,13.0,29.0,0.818,bowling-green-state.csv
2025-01-14,2024-2025,Buffalo,REG (Conf),W,79.0,61.0,0.491,9.0,28.0,0.75,0.381,11.0,24.0,0.842,bowling-green-state.csv
2025-01-18,2024-2025,Eastern Michigan,REG (Conf),L,62.0,68.0,0.388,12.0,22.0,0.739,0.58,16.0,29.0,0.667,bowling-green-state.csv
2025-01-21,2024-2025,Miami (OH),REG (Conf),L,76.0,84.0,0.577,15.0,16.0,0.8,0.595,15.0,24.0,0.833,bowling-green-state.csv
2025-01-24,2024-2025,Toledo,REG (Conf),L,71.0,84.0,0.482,12.0,21.0,0.739,0.574,14.0,20.0,0.824,bowling-green-state.csv
2025-01-28,2024-2025,Kent State,REG (Conf),L,57.0,75.0,0.387,11.0,17.0,0.8,0.611,11.0,23.0,0.692,bowling-green-state.csv
2025-02-01,2024-2025,Central Michigan,REG (Conf),L,71.0,90.0,0.509,8.0,14.0,0.7,0.655,7.0,22.0,0.818,bowling-green-state.csv
2025-02-04,2024-2025,Northern Illinois,REG (Conf),W,84.0,77.0,0.533,10.0,26.0,0.769,0.57,12.0,22.0,0.8,bowling-green-state.csv
2025-02-08,2024-2025,Coastal Carolina,REG (Non-Conf),W,67.0,53.0,0.475,10.0,25.0,0.846,0.397,17.0,32.0,0.875,bowling-green-state.csv
2025-02-11,2024-2025,Ohio,REG (Conf),L,81.0,86.0,0.533,12.0,26.0,0.64,0.549,12.0,28.0,0.882,bowling-green-state.csv
2025-02-15,2024-2025,Buffalo,REG (Conf),W,63.0,59.0,0.462,14.0,19.0,0.789,0.48,17.0,28.0,0.571,bowling-green-state.csv
2025-02-18,2024-2025,Kent State,REG (Conf),L,84.0,91.0,0.475,7.0,22.0,0.794,0.602,9.0,26.0,0.87,bowling-green-state.csv
2025-02-21,2024-2025,Toledo,REG (Conf),W,69.0,68.0,0.533,14.0,30.0,0.714,0.444,8.0,23.0,0.8,bowling-green-state.csv
2025-02-25,2024-2025,Eastern Michigan,REG (Conf),W,65.0,60.0,0.55,14.0,23.0,0.625,0.46,14.0,24.0,0.5,bowling-green-state.csv
2025-03-01,2024-2025,Ball State,REG (Conf),W,61.0,52.0,0.455,6.0,31.0,0.833,0.39,10.0,25.0,0.857,bowling-green-state.csv
2025-03-04,2024-2025,Northern Illinois,REG (Conf),W,71.0,58.0,0.551,10.0,36.0,0.654,0.395,7.0,22.0,0.765,bowling-green-state.csv
2025-03-07,2024-2025,Western Michigan,REG (Conf),L,63.0,64.0,0.52,12.0,24.0,0.733,0.5,7.0,19.0,0.571,bowling-green-state.csv
2025-03-13,2024-2025,Akron,CTOURN,L,67.0,96.0,0.458,21.0,24.0,0.706,0.609,9.0,22.0,0.8,bowling-green-state.csv
2023-11-06,2023-2024,Toccoa Falls,REG (Non-Conf),W,94.0,59.0,0.599,13.0,32.0,0.6,0.362,14.0,21.0,0.706,charleston-southern.csv
2023-11-09,2023-2024,North Florida,REG (Non-Conf),L,70.0,81.0,0.521,12.0,23.0,0.7,0.546,8.0,19.0,0.846,charleston-southern.csv
2023-11-13,2023-2024,Johnson/Wales-NC,REG (Non-Conf),W,102.0,61.0,0.706,9.0,29.0,0.765,0.369,13.0,17.0,0.727,charleston-southern.csv
2023-11-17,2023-2024,NC State,REG (Non-Conf),L,53.0,87.0,0.458,18.0,19.0,0.818,0.548,6.0,24.0,0.783,charleston-southern.csv
2023-11-20,2023-2024,Bethune-Cookman,REG (Non-Conf),L,73.0,79.0,0.6,17.0,17.0,0.684,0.525,9.0,19.0,0.714,charleston-southern.csv
2023-11-24,2023-2024,Wake Forest,REG (Non-Conf),L,56.0,71.0,0.431,15.0,21.0,0.75,0.49,9.0,25.0,0.889,charleston-southern.csv
2023-11-28,2023-2024,The Citadel,REG (Non-Conf),L,52.0,81.0,0.317,11.0,19.0,0.875,0.571,11.0,31.0,0.607,charleston-southern.csv
2023-12-02,2023-2024,South Carolina State,REG (Non-Conf),W,66.0,64.0,0.567,16.0,25.0,0.577,0.413,12.0,20.0,0.48,charleston-southern.csv
2023-12-13,2023-2024,North Alabama,REG (Non-Conf),L,64.0,76.0,0.395,9.0,20.0,0.75,0.543,10.0,30.0,0.684,charleston-southern.csv
2023-12-16,2023-2024,South Carolina,REG (Non-Conf),L,69.0,73.0,0.543,5.0,17.0,0.75,0.508,6.0,23.0,0.818,charleston-southern.csv
2023-12-19,2023-2024,Loyola Chicago,REG (Non-Conf),L,59.0,72.0,0.433,6.0,22.0,0.7,0.569,5.0,27.0,0.6,charleston-southern.csv
2023-12-21,2023-2024,Kentucky Christian,REG (Non-Conf),W,103.0,79.0,0.642,11.0,29.0,0.895,0.522,10.0,22.0,0.75,charleston-southern.csv
2023-12-29,2023-2024,North Carolina,REG (Non-Conf),L,60.0,105.0,0.413,10.0,18.0,0.889,0.637,5.0,33.0,0.857,charleston-southern.csv
2024-01-03,2023-2024,Presbyterian,REG (Conf),L,61.0,68.0,0.512,16.0,26.0,0.9,0.482,7.0,20.0,0.684,charleston-southern.csv
2024-01-06,2023-2024,Longwood,REG (Conf),L,56.0,77.0,0.339,10.0,17.0,0.737,0.583,14.0,27.0,0.737,charleston-southern.csv
2024-01-10,2023-2024,Gardner-Webb,REG (Conf),W,86.0,74.0,0.604,12.0,32.0,0.8,0.433,7.0,24.0,0.667,charleston-southern.csv
2024-01-13,2023-2024,USC Upstate,REG (Conf),W,77.0,70.0,0.592,12.0,20.0,0.95,0.564,9.0,15.0,0.708,charleston-southern.csv
2024-01-20,2023-2024,High Point,REG (Conf),L,79.0,86.0,0.509,7.0,21.0,0.793,0.469,6.0,23.0,0.788,charleston-southern.csv
2024-01-24,2023-2024,Winthrop,REG (Conf),L,59.0,78.0,0.344,13.0,19.0,0.938,0.632,12.0,26.0,0.545,charleston-southern.csv
2024-01-27,2023-2024,UNC Asheville,REG (Conf),L,65.0,71.0,0.417,9.0,26.0,0.417,0.517,6.0,21.0,0.563,charleston-southern.csv
2024-01-31,2023-2024,Radford,REG (Conf),W,63.0,60.0,0.5,12.0,20.0,0.643,0.449,11.0,18.0,0.778,charleston-southern.csv
2024-02-03,2023-2024,Longwood,REG (Conf),W,83.0,77.0,0.629,13.0,22.0,0.667,0.435,11.0,19.0,0.607,charleston-southern.csv
2024-02-07,2023-2024,Winthrop,REG (Conf),L,46.0,67.0,0.331,20.0,26.0,0.7,0.483,11.0,28.0,0.714,charleston-southern.csv
2024-02-14,2023-2024,Gardner-Webb,REG (Conf),L,77.0,85.0,0.435,11.0,24.0,0.81,0.516,8.0,29.0,0.679,charleston-southern.csv
2024-02-17,2023-2024,UNC Asheville,REG (Conf),L,55.0,86.0,0.306,7.0,21.0,0.636,0.603,12.0,34.0,0.625,charleston-southern.csv
2024-02-21,2023-2024,USC Upstate,REG (Conf),W,63.0,60.0,0.427,17.0,29.0,0.762,0.431,6.0,22.0,0.8,charleston-southern.csv
2024-02-24,2023-2024,High Point,REG (Conf),L,59.0,74.0,0.431,8.0,24.0,0.75,0.492,6.0,32.0,0.778,charleston-southern.csv
2024-02-28,2023-2024,Radford,REG (Conf),W,58.0,57.0,0.445,8.0,22.0,0.2,0.418,5.0,27.0,0.611,charleston-southern.csv
2024-03-02,2023-2024,Presbyterian,REG (Conf),L,65.0,72.0,0.483,12.0,19.0,0.533,0.466,13.0,28.0,0.783,charleston-southern.csv
2024-03-08,2023-2024,UNC Asheville,CTOURN,L,55.0,60.0,0.4,13.0,32.0,0.611,0.425,5.0,27.0,0.692,charleston-southern.csv
2024-11-04,2024-2025,Clemson,REG (Non-Conf),L,64.0,91.0,0.51,17.0,21.0,0.481,0.577,7.0,26.0,0.667,charleston-southern.csv
2024-11-07,2024-2025,North Florida,REG (Non-Conf),L,66.0,90.0,0.475,15.0,25.0,0.4,0.627,13.0,27.0,0.611,charleston-southern.csv
2024-11-11,2024-2025,,REG (Non-Conf),W,108.0,50.0,0.606,8.0,34.0,0.629,0.359,17.0,15.0,0.667,charleston-southern.csv
2024-11-15,2024-2025,TexasâRio Grande Valley,REG (Non-Conf),L,76.0,86.0,0.545,21.0,24.0,0.625,0.559,14.0,21.0,0.769,charleston-southern.csv
2024-11-16,2024-2025,VMI,REG (Non-Conf),L,69.0,80.0,0.492,17.0,25.0,0.421,0.544,7.0,19.0,0.667,charleston-southern.csv
2024-11-19,2024-2025,Louisiana State,REG (Non-Conf),L,68.0,77.0,0.409,9.0,23.0,0.667,0.542,9.0,26.0,0.565,charleston-southern.csv
2024-11-23,2024-2025,Furman,REG (Non-Conf),L,46.0,67.0,0.352,14.0,24.0,0.571,0.553,9.0,25.0,0.286,charleston-southern.csv
2024-11-27,2024-2025,Georgia Tech,REG (Non-Conf),L,67.0,91.0,0.375,14.0,23.0,0.714,0.549,7.0,27.0,0.6,charleston-southern.csv
2024-11-30,2024-2025,Miami (FL),REG (Non-Conf),W,83.0,79.0,0.595,12.0,21.0,0.727,0.576,8.0,20.0,0.786,charleston-southern.csv
2024-12-03,2024-2025,UT Martin,REG (Non-Conf),W,83.0,68.0,0.634,6.0,21.0,0.522,0.491,10.0,23.0,0.789,charleston-southern.csv
2024-12-06,2024-2025,Davidson,REG (Non-Conf),L,72.0,73.0,0.534,11.0,25.0,0.5,0.508,5.0,25.0,0.722,charleston-southern.csv
2024-12-09,2024-2025,South Carolina State,REG (Non-Conf),L,63.0,82.0,0.479,17.0,25.0,0.586,0.492,5.0,21.0,0.72,charleston-southern.csv
2024-12-19,2024-2025,North Alabama,REG (Non-Conf),L,69.0,86.0,0.509,17.0,22.0,0.652,0.619,7.0,21.0,0.765,charleston-southern.csv
2024-12-22,2024-2025,Georgia,REG (Non-Conf),L,65.0,81.0,0.474,14.0,18.0,0.688,0.579,10.0,25.0,0.571,charleston-southern.csv
2024-12-28,2024-2025,,REG (Non-Conf),W,95.0,89.0,0.439,7.0,30.0,0.667,0.563,9.0,32.0,0.727,charleston-southern.csv
2025-01-02,2024-2025,Gardner-Webb,REG (Conf),W,72.0,63.0,0.457,11.0,33.0,0.633,0.355,10.0,25.0,0.731,charleston-southern.csv
2025-01-04,2024-2025,Longwood,REG (Conf),L,78.0,83.0,0.589,12.0,18.0,0.714,0.606,10.0,21.0,0.8,charleston-southern.csv
2025-01-08,2024-2025,High Point,REG (Conf),L,79.0,93.0,0.519,10.0,19.0,0.742,0.578,6.0,22.0,0.905,charleston-southern.csv
2025-01-15,2024-2025,Winthrop,REG (Conf),L,97.0,102.0,0.39,15.0,39.0,0.755,0.513,12.0,31.0,0.568,charleston-southern.csv
2025-01-18,2024-2025,Radford,REG (Conf),W,58.0,54.0,0.375,9.0,25.0,0.731,0.368,11.0,24.0,0.682,charleston-southern.csv
2025-01-22,2024-2025,Presbyterian,REG (Conf),L,61.0,71.0,0.405,9.0,17.0,0.737,0.583,12.0,25.0,0.667,charleston-southern.csv
2025-01-25,2024-2025,UNC Asheville,REG (Conf),L,61.0,69.0,0.42,19.0,29.0,0.655,0.432,10.0,21.0,0.5,charleston-southern.csv
2025-01-29,2024-2025,USC Upstate,REG (Conf),W,82.0,75.0,0.549,16.0,29.0,0.722,0.5,9.0,19.0,0.526,charleston-southern.csv
2025-02-01,2024-2025,Longwood,REG (Conf),W,89.0,85.0,0.698,15.0,21.0,0.786,0.526,9.0,15.0,0.862,charleston-southern.csv
2025-02-05,2024-2025,Winthrop,REG (Conf),L,65.0,83.0,0.429,10.0,18.0,0.55,0.562,12.0,27.0,0.833,charleston-southern.csv
2025-02-08,2024-2025,Gardner-Webb,REG (Conf),W,79.0,72.0,0.577,9.0,16.0,0.679,0.491,9.0,17.0,0.833,charleston-southern.csv
2025-02-12,2024-2025,Presbyterian,REG (Conf),W,71.0,70.0,0.625,17.0,24.0,0.727,0.483,9.0,16.0,0.667,charleston-southern.csv
2025-02-15,2024-2025,UNC Asheville,REG (Conf),L,72.0,75.0,0.5,12.0,25.0,0.742,0.483,5.0,20.0,0.857,charleston-southern.csv
2025-02-19,2024-2025,High Point,REG (Conf),L,60.0,83.0,0.472,15.0,20.0,0.643,0.627,8.0,22.0,0.75,charleston-southern.csv
2025-02-22,2024-2025,USC Upstate,REG (Conf),L,69.0,79.0,0.44,17.0,23.0,0.818,0.568,8.0,25.0,0.667,charleston-southern.csv
2025-03-01,2024-2025,Radford,REG (Conf),L,60.0,76.0,0.439,9.0,15.0,0.769,0.52,9.0,17.0,0.852,charleston-southern.csv
2025-03-07,2024-2025,UNC Asheville,CTOURN,L,60.0,80.0,0.464,16.0,23.0,0.615,0.598,7.0,22.0,0.583,charleston-southern.csv
2023-11-06,2023-2024,Maine,REG (Non-Conf),W,69.0,52.0,0.605,14.0,32.0,0.81,0.389,5.0,19.0,0.526,charlotte.csv
2023-11-10,2023-2024,Liberty,REG (Non-Conf),L,59.0,71.0,0.529,9.0,18.0,0.8,0.618,8.0,18.0,0.429,charlotte.csv
2023-11-15,2023-2024,Utah Valley,REG (Non-Conf),W,62.0,45.0,0.447,12.0,30.0,0.733,0.368,13.0,23.0,0.545,charlotte.csv
2023-11-19,2023-2024,George Mason,REG (Non-Conf),W,54.0,49.0,0.413,9.0,26.0,0.8,0.385,12.0,20.0,0.8,charlotte.csv
2023-11-20,2023-2024,UCF,REG (Non-Conf),L,71.0,74.0,0.455,10.0,26.0,0.688,0.41,14.0,33.0,0.792,charlotte.csv
2023-11-25,2023-2024,Georgia State,REG (Non-Conf),W,65.0,57.0,0.489,7.0,21.0,0.75,0.42,14.0,21.0,1.0,charlotte.csv
2023-11-29,2023-2024,Davidson,REG (Non-Conf),L,81.0,85.0,0.623,7.0,20.0,0.833,0.643,8.0,20.0,0.813,charlotte.csv
2023-12-05,2023-2024,Stetson,REG (Non-Conf),W,85.0,62.0,0.636,7.0,25.0,0.909,0.451,10.0,16.0,0.941,charlotte.csv
2023-12-09,2023-2024,Duke,REG (Non-Conf),L,56.0,80.0,0.442,11.0,17.0,0.625,0.604,9.0,26.0,0.786,charlotte.csv
2023-12-16,2023-2024,Richmond,REG (Non-Conf),L,56.0,64.0,0.436,12.0,30.0,0.667,0.44,5.0,26.0,0.65,charlotte.csv
2023-12-22,2023-2024,Greensboro,REG (Non-Conf),W,91.0,44.0,0.637,3.0,19.0,0.8,0.457,16.0,15.0,0.5,charlotte.csv
2023-12-29,2023-2024,Stetson,REG (Non-Conf),L,75.0,79.0,0.525,9.0,21.0,0.786,0.596,10.0,23.0,1.0,charlotte.csv
2024-01-02,2023-2024,SMU,REG (Conf),L,54.0,66.0,0.396,11.0,22.0,0.632,0.452,7.0,27.0,0.714,charlotte.csv
2024-01-06,2023-2024,Florida Atlantic,REG (Conf),W,70.0,68.0,0.5,9.0,19.0,0.923,0.481,9.0,18.0,0.85,charlotte.csv
2024-01-10,2023-2024,Tulsa,REG (Conf),W,84.0,76.0,0.525,8.0,24.0,0.808,0.483,8.0,22.0,0.731,charlotte.csv
2024-01-13,2023-2024,UTSA,REG (Conf),W,66.0,58.0,0.51,7.0,21.0,0.636,0.392,17.0,28.0,0.688,charlotte.csv
2024-01-16,2023-2024,Rice,REG (Conf),W,81.0,79.0,0.54,10.0,14.0,0.65,0.618,12.0,20.0,0.647,charlotte.csv
2024-01-20,2023-2024,North Texas,REG (Conf),W,56.0,44.0,0.489,10.0,25.0,0.769,0.33,6.0,19.0,0.818,charlotte.csv
2024-01-23,2023-2024,UAB,REG (Conf),W,76.0,70.0,0.583,7.0,13.0,0.714,0.585,12.0,17.0,0.682,charlotte.csv
2024-01-27,2023-2024,Tulane,REG (Conf),W,75.0,71.0,0.481,7.0,30.0,0.821,0.456,3.0,22.0,0.643,charlotte.csv
2024-02-03,2023-2024,East Carolina,REG (Conf),W,67.0,52.0,0.491,11.0,29.0,0.833,0.365,8.0,16.0,0.778,charlotte.csv
2024-02-06,2023-2024,South Florida,REG (Conf),L,69.0,72.0,0.52,11.0,24.0,0.81,0.466,5.0,18.0,0.708,charlotte.csv
2024-02-11,2023-2024,Temple,REG (Conf),W,73.0,70.0,0.578,12.0,25.0,0.724,0.508,4.0,20.0,0.75,charlotte.csv
2024-02-15,2023-2024,UTSA,REG (Conf),W,79.0,70.0,0.537,8.0,26.0,0.75,0.433,8.0,24.0,0.6,charlotte.csv
2024-02-18,2023-2024,Wichita State,REG (Conf),W,72.0,61.0,0.529,5.0,25.0,0.739,0.466,9.0,22.0,0.438,charlotte.csv
2024-02-21,2023-2024,Memphis,REG (Conf),L,52.0,76.0,0.5,11.0,15.0,0.545,0.577,14.0,24.0,0.64,charlotte.csv
2024-02-24,2023-2024,Tulsa,REG (Conf),L,67.0,69.0,0.602,9.0,20.0,0.667,0.575,8.0,19.0,0.667,charlotte.csv
2024-03-02,2023-2024,South Florida,REG (Conf),L,61.0,76.0,0.452,10.0,18.0,0.7,0.554,6.0,26.0,0.667,charlotte.csv
2024-03-06,2023-2024,Rice,REG (Conf),W,69.0,64.0,0.41,7.0,25.0,0.826,0.54,9.0,29.0,0.588,charlotte.csv
2024-03-09,2023-2024,East Carolina,REG (Conf),W,82.0,72.0,0.663,10.0,13.0,0.81,0.622,14.0,16.0,0.941,charlotte.csv
2024-03-15,2023-2024,Temple,CTOURN,L,54.0,58.0,0.373,11.0,28.0,0.813,0.402,6.0,27.0,0.52,charlotte.csv
2024-11-04,2024-2025,Presbyterian,REG (Non-Conf),W,88.0,79.0,0.676,4.0,13.0,0.789,0.64,9.0,19.0,0.6,charlotte.csv
2024-11-09,2024-2025,Utah State,REG (Non-Conf),L,74.0,103.0,0.558,17.0,14.0,0.727,0.629,7.0,20.0,0.741,charlotte.csv
2024-11-13,2024-2025,Richmond,REG (Non-Conf),W,65.0,48.0,0.402,7.0,29.0,0.8,0.43,10.0,28.0,0.385,charlotte.csv
2024-11-19,2024-2025,Gardner-Webb,REG (Non-Conf),W,60.0,54.0,0.421,8.0,22.0,0.6,0.402,13.0,26.0,0.722,charlotte.csv
2024-11-23,2024-2025,LIU,REG (Non-Conf),L,76.0,79.0,0.368,5.0,21.0,0.698,0.557,8.0,23.0,0.645,charlotte.csv
2024-11-27,2024-2025,East Tennessee State,REG (Non-Conf),L,55.0,75.0,0.434,11.0,23.0,0.5,0.492,8.0,27.0,0.667,charlotte.csv
2024-12-04,2024-2025,,REG (Non-Conf),W,83.0,61.0,0.523,6.0,28.0,0.652,0.43,6.0,27.0,0.522,charlotte.csv
2024-12-10,2024-2025,Davidson,REG (Non-Conf),L,71.0,75.0,0.528,5.0,19.0,0.737,0.582,6.0,18.0,0.579,charlotte.csv
2024-12-14,2024-2025,Georgia State,REG (Non-Conf),W,77.0,63.0,0.542,11.0,23.0,0.694,0.362,13.0,20.0,0.724,charlotte.csv
2024-12-17,2024-2025,West Georgia,REG (Non-Conf),W,75.0,70.0,0.444,9.0,18.0,0.871,0.552,12.0,22.0,0.545,charlotte.csv
2024-12-22,2024-2025,Hawaii,REG (Non-Conf),L,61.0,78.0,0.443,7.0,16.0,0.737,0.585,11.0,26.0,0.692,charlotte.csv
2024-12-24,2024-2025,Murray State,REG (Non-Conf),W,94.0,90.0,0.5,14.0,25.0,0.944,0.464,5.0,20.0,0.722,charlotte.csv
2024-12-25,2024-2025,College of Charleston,REG (Non-Conf),L,81.0,84.0,0.444,5.0,23.0,0.758,0.532,9.0,30.0,0.667,charlotte.csv
2024-12-31,2024-2025,Tulane,REG (Conf),L,68.0,83.0,0.455,17.0,30.0,0.818,0.544,7.0,24.0,0.677,charlotte.csv
2025-01-04,2024-2025,Rice,REG (Conf),L,55.0,68.0,0.443,6.0,17.0,0.727,0.509,9.0,28.0,0.875,charlotte.csv
2025-01-08,2024-2025,Florida Atlantic,REG (Conf),L,64.0,75.0,0.474,12.0,20.0,0.556,0.541,9.0,27.0,0.692,charlotte.csv
2025-01-12,2024-2025,Tulsa,REG (Conf),L,63.0,69.0,0.531,6.0,19.0,0.611,0.578,8.0,26.0,0.769,charlotte.csv
2025-01-14,2024-2025,Wichita State,REG (Conf),L,59.0,68.0,0.377,8.0,25.0,0.813,0.519,7.0,29.0,0.706,charlotte.csv
2025-01-19,2024-2025,Memphis,REG (Conf),L,68.0,77.0,0.465,11.0,17.0,0.75,0.579,14.0,31.0,0.611,charlotte.csv
2025-01-22,2024-2025,South Florida,REG (Conf),W,69.0,61.0,0.5,15.0,29.0,0.767,0.398,8.0,20.0,0.7,charlotte.csv
2025-01-29,2024-2025,Temple,REG (Conf),L,89.0,90.0,0.492,12.0,25.0,0.743,0.524,17.0,28.0,0.889,charlotte.csv
2025-02-01,2024-2025,UAB,REG (Conf),L,78.0,96.0,0.546,4.0,15.0,0.792,0.6,4.0,25.0,0.706,charlotte.csv
2025-02-04,2024-2025,Wichita State,REG (Conf),L,58.0,66.0,0.422,6.0,20.0,0.75,0.549,9.0,31.0,0.556,charlotte.csv
2025-02-08,2024-2025,Rice,REG (Conf),W,78.0,75.0,0.578,6.0,18.0,0.826,0.636,7.0,23.0,0.731,charlotte.csv
2025-02-10,2024-2025,Florida Atlantic,REG (Conf),L,75.0,87.0,0.555,15.0,18.0,0.824,0.644,12.0,24.0,0.846,charlotte.csv
2025-02-15,2024-2025,East Carolina,REG (Conf),L,59.0,75.0,0.5,9.0,13.0,0.6,0.613,10.0,23.0,0.909,charlotte.csv
2025-02-19,2024-2025,Temple,REG (Conf),W,78.0,72.0,0.534,11.0,24.0,0.889,0.491,9.0,23.0,0.731,charlotte.csv
2025-02-26,2024-2025,Tulane,REG (Conf),L,64.0,78.0,0.43,10.0,20.0,0.789,0.677,10.0,24.0,0.765,charlotte.csv
2025-03-02,2024-2025,East Carolina,REG (Conf),L,76.0,78.0,0.518,11.0,21.0,0.783,0.566,10.0,25.0,0.621,charlotte.csv
2025-03-06,2024-2025,North Texas,REG (Conf),L,64.0,75.0,0.455,11.0,19.0,0.933,0.64,9.0,21.0,0.8,charlotte.csv
2025-03-09,2024-2025,UTSA,REG (Conf),L,80.0,83.0,0.615,13.0,19.0,0.667,0.614,9.0,17.0,0.619,charlotte.csv
2025-03-12,2024-2025,Rice,CTOURN,W,64.0,61.0,0.432,9.0,20.0,0.765,0.427,10.0,22.0,0.636,charlotte.csv
2025-03-13,2024-2025,Florida Atlantic,CTOURN,L,59.0,64.0,0.42,8.0,19.0,0.6,0.511,7.0,24.0,0.533,charlotte.csv
2023-11-06,2023-2024,Wash. & Lee,REG (Non-Conf),W,86.0,63.0,0.507,6.0,28.0,0.75,0.445,10.0,19.0,0.875,davidson.csv
2023-11-10,2023-2024,Maryland,REG (Non-Conf),W,64.0,61.0,0.51,14.0,23.0,0.667,0.395,13.0,18.0,0.762,davidson.csv
2023-11-12,2023-2024,Clemson,REG (Non-Conf),L,65.0,68.0,0.473,9.0,24.0,0.706,0.561,9.0,22.0,0.5,davidson.csv
2023-11-17,2023-2024,East Tennessee State,REG (Non-Conf),L,68.0,70.0,0.46,11.0,25.0,0.786,0.474,14.0,27.0,0.682,davidson.csv
2023-11-21,2023-2024,Boston University,REG (Non-Conf),W,69.0,45.0,0.533,9.0,29.0,0.667,0.384,10.0,21.0,0.5,davidson.csv
2023-11-24,2023-2024,St. Mary's (CA),REG (Non-Conf),L,55.0,89.0,0.404,12.0,10.0,0.708,0.638,12.0,25.0,0.75,davidson.csv
2023-11-29,2023-2024,Charlotte,REG (Non-Conf),W,85.0,81.0,0.643,8.0,20.0,0.813,0.623,7.0,20.0,0.833,davidson.csv
2023-12-02,2023-2024,Wright State,REG (Non-Conf),W,82.0,73.0,0.683,13.0,23.0,0.579,0.532,8.0,16.0,0.636,davidson.csv
2023-12-06,2023-2024,Campbell,REG (Non-Conf),W,62.0,50.0,0.429,8.0,29.0,0.737,0.426,10.0,26.0,0.333,davidson.csv
2023-12-09,2023-2024,Miami (OH),REG (Non-Conf),W,79.0,61.0,0.524,8.0,29.0,1.0,0.461,11.0,19.0,0.875,davidson.csv
2023-12-16,2023-2024,Lynchburg,REG (Non-Conf),W,98.0,63.0,0.662,6.0,22.0,0.857,0.538,18.0,26.0,0.7,davidson.csv
2023-12-21,2023-2024,USC Upstate,REG (Non-Conf),W,62.0,59.0,0.471,6.0,24.0,0.7,0.491,7.0,23.0,0.5,davidson.csv
2023-12-30,2023-2024,Ohio,REG (Non-Conf),W,72.0,69.0,0.455,14.0,29.0,0.611,0.449,15.0,29.0,0.593,davidson.csv
2024-01-03,2023-2024,Dayton,REG (Conf),L,59.0,72.0,0.481,14.0,22.0,0.636,0.567,12.0,26.0,0.591,davidson.csv
2024-01-09,2023-2024,Rhode Island,REG (Conf),L,74.0,79.0,0.536,8.0,19.0,0.652,0.582,12.0,26.0,0.667,davidson.csv
2024-01-13,2023-2024,George Washington,REG (Conf),L,79.0,83.0,0.538,13.0,28.0,0.474,0.568,13.0,23.0,0.4,davidson.csv
