Date,Season,Opp,eFG%,TOV%,ORB%,FT%,Opp_eFG%,Opp_TOV%,Opp_ORB%,Opp_FT%,Source_File
2024-03-15,2023-2024,Oregon,0.436,0.1909438079650846,0.1875,0.3829787234042553,0.483,0.13462574044157244,0.2857142857142857,0.1694915254237288,arizona.csv
2024-03-21,2023-2024,Long Beach State,0.507,0.10171790235081374,0.2619047619047619,0.16666666666666666,0.354,0.12809564474807855,0.2826086956521739,0.19444444444444445,arizona.csv
2024-03-23,2023-2024,Dayton,0.604,0.18469656992084432,0.20833333333333334,0.2641509433962264,0.466,0.17587939698492464,0.13333333333333333,0.22033898305084745,arizona.csv
2024-03-28,2023-2024,Clemson,0.41,0.10344827586206896,0.37209302325581395,0.2537313432835821,0.559,0.1315097317201473,0.1935483870967742,0.1864406779661017,arizona.csv
2024-11-04,2024-2025,Canisius,0.544,0.10126012601260126,0.45454545454545453,0.27941176470588236,0.529,0.2509244585314316,0.13793103448275862,0.19607843137254902,arizona.csv
2024-11-09,2024-2025,Old Dominion,0.56,0.0835421888053467,0.5609756097560976,0.24,0.333,0.21823472356935014,0.16666666666666666,0.10526315789473684,arizona.csv
2024-11-15,2024-2025,Wisconsin,0.405,0.124282982791587,0.4146341463414634,0.3783783783783784,0.596,0.11018609206660136,0.03571428571428571,0.7884615384615384,arizona.csv
2024-11-22,2024-2025,Duke,0.453,0.20593080724876442,0.18181818181818182,0.1320754716981132,0.5,0.1630707476166583,0.29411764705882354,0.13114754098360656,arizona.csv
2024-11-27,2024-2025,Davidson,0.645,0.15250544662309368,0.375,0.21739130434782608,0.458,0.12862488306828812,0.19047619047619047,0.08450704225352113,arizona.csv
2024-11-28,2024-2025,Oklahoma,0.469,0.10927634774162215,0.4117647058823529,0.24615384615384617,0.534,0.18239299610894943,0.4482758620689655,0.3448275862068966,arizona.csv
2024-11-29,2024-2025,West Virginia,0.508,0.16722408026755853,0.3103448275862069,0.171875,0.485,0.08266414737836561,0.2894736842105263,0.25,arizona.csv
2024-12-07,2024-2025,Southern Utah,0.544,0.0969409737182249,0.3870967741935484,0.4117647058823529,0.453,0.1940639269406393,0.23684210526315788,0.125,arizona.csv
2024-12-14,2024-2025,UCLA,0.476,0.30403537866224434,0.36363636363636365,0.3333333333333333,0.49,0.19433647973348142,0.19230769230769232,0.13725490196078433,arizona.csv
2024-12-18,2024-2025,Samford,0.645,0.16940948693126814,0.45454545454545453,0.45454545454545453,0.467,0.15267175572519084,0.19444444444444445,0.13333333333333333,arizona.csv
2024-12-21,2024-2025,Central Michigan,0.621,0.12236906510034264,0.41379310344827586,0.18181818181818182,0.287,0.19500780031201248,0.21951219512195122,0.18518518518518517,arizona.csv
2024-12-30,2024-2025,TCU,0.629,0.09428879310344829,0.3181818181818182,0.29310344827586204,0.532,0.10136847440446022,0.3548387096774194,0.2222222222222222,arizona.csv
2025-01-04,2024-2025,Cincinnati,0.481,0.14496573537163943,0.2222222222222222,0.39622641509433965,0.43,0.12922932330827067,0.358974358974359,0.1875,arizona.csv
2025-01-07,2024-2025,West Virginia,0.566,0.108991825613079,0.3,0.09836065573770492,0.431,0.13982102908277402,0.18181818181818182,0.10344827586206896,arizona.csv
2025-01-11,2024-2025,UCF,0.542,0.1515858208955224,0.3333333333333333,0.38333333333333336,0.436,0.09525825571549534,0.3958333333333333,0.15384615384615385,arizona.csv
2025-01-14,2024-2025,Baylor,0.602,0.13333333333333333,0.3,0.2962962962962963,0.536,0.16277807921866522,0.2413793103448276,0.17857142857142858,arizona.csv
2025-01-18,2024-2025,Texas Tech,0.336,0.09541984732824428,0.21052631578947367,0.25862068965517243,0.409,0.09765625,0.34210526315789475,0.24242424242424243,arizona.csv
2025-01-21,2024-2025,Oklahoma State,0.649,0.10649627263045792,0.34782608695652173,0.3157894736842105,0.556,0.1567398119122257,0.22580645161290322,0.3333333333333333,arizona.csv
2025-01-25,2024-2025,Colorado,0.539,0.12683916793505834,0.3548387096774194,0.140625,0.509,0.1904243743199129,0.22580645161290322,0.10714285714285714,arizona.csv
2025-01-27,2024-2025,Iowa State,0.515,0.16541685046316718,0.29411764705882354,0.2727272727272727,0.485,0.18905693950177935,0.2972972972972973,0.18461538461538463,arizona.csv
2025-02-01,2024-2025,Arizona State,0.429,0.14026758739749676,0.39473684210526316,0.3,0.456,0.12916862376702679,0.20512820512820512,0.14705882352941177,arizona.csv
2025-02-04,2024-2025,Brigham Young,0.556,0.1454898157129001,0.3548387096774194,0.23809523809523808,0.493,0.12025012025012026,0.25,0.11940298507462686,arizona.csv
2025-02-08,2024-2025,Texas Tech,0.552,0.17048222113979541,0.34615384615384615,0.3103448275862069,0.457,0.1079136690647482,0.275,0.12857142857142856,arizona.csv
2025-02-11,2024-2025,Kansas State,0.429,0.1923947487550928,0.29411764705882354,0.25396825396825395,0.46,0.1091703056768559,0.15789473684210525,0.25806451612903225,arizona.csv
2025-02-15,2024-2025,Houston,0.417,0.13989927252378287,0.2222222222222222,0.24074074074074073,0.474,0.08828722778104767,0.10714285714285714,0.1206896551724138,arizona.csv
2025-02-17,2024-2025,Baylor,0.517,0.16472377090724785,0.2857142857142857,0.2413793103448276,0.445,0.14285714285714285,0.23529411764705882,0.32727272727272727,arizona.csv
2025-02-22,2024-2025,Brigham Young,0.627,0.16666666666666666,0.52,0.3559322033898305,0.662,0.11227544910179642,0.2962962962962963,0.15384615384615385,arizona.csv
2025-02-26,2024-2025,Utah,0.484,0.08458192363460608,0.375,0.3492063492063492,0.395,0.14340344168260036,0.325,0.27419354838709675,arizona.csv
2025-03-01,2024-2025,Iowa State,0.368,0.16891891891891891,0.3448275862068966,0.43859649122807015,0.602,0.1895854398382204,0.24,0.35185185185185186,arizona.csv
2025-03-04,2024-2025,Arizona State,0.672,0.06012506012506013,0.42857142857142855,0.5081967213114754,0.552,0.02420135527589545,0.2777777777777778,0.3880597014925373,arizona.csv
2025-03-08,2024-2025,Kansas,0.527,0.1107419712070875,0.23076923076923078,0.32727272727272727,0.552,0.05184033177812338,0.34375,0.13432835820895522,arizona.csv
2025-03-13,2024-2025,Kansas,0.603,0.12946659761781462,0.2413793103448276,0.3103448275862069,0.531,0.15715667311411993,0.29411764705882354,0.140625,arizona.csv
2025-03-14,2024-2025,Texas Tech,0.574,0.11357900050479557,0.3870967741935484,0.26229508196721313,0.5,0.08620689655172413,0.32432432432432434,0.3114754098360656,arizona.csv
2025-03-15,2024-2025,Houston,0.482,0.15010917030567686,0.2413793103448276,0.15789473684210525,0.5,0.10770059235325793,0.25,0.18032786885245902,arizona.csv
2025-03-21,2024-2025,Akron,0.652,0.16968325791855202,0.4666666666666667,0.043478260869565216,0.389,0.08883248730964467,0.10256410256410256,0.25396825396825395,arizona.csv
2025-03-23,2024-2025,Oregon,0.53,0.10518934081346423,0.3333333333333333,0.25757575757575757,0.522,0.10383017997231195,0.20512820512820512,0.17647058823529413,arizona.csv
2025-03-27,2024-2025,Duke,0.545,0.07306380905991232,0.3225806451612903,0.3181818181818182,0.7,0.11860832894043227,0.35,0.41818181818181815,arizona.csv
2023-11-06,2023-2024,Minnesota,0.357,0.14580529385374608,0.4090909090909091,0.14285714285714285,0.576,0.21683673469387754,0.3181818181818182,0.5869565217391305,bethune-cookman.csv
2023-11-10,2023-2024,Trinity (FL),0.589,0.125676720804331,0.4594594594594595,0.25316455696202533,0.262,0.30547891210090655,0.23404255319148937,0.20634920634920634,bethune-cookman.csv
2023-11-15,2023-2024,Trinity Baptist,0.553,0.11485451761102602,0.32558139534883723,0.11764705882352941,0.459,0.30720338983050843,0.16666666666666666,0.11475409836065574,bethune-cookman.csv
2023-11-20,2023-2024,Charleston Southern,0.525,0.11357900050479557,0.43333333333333335,0.2459016393442623,0.6,0.22558386411889597,0.32142857142857145,0.26,bethune-cookman.csv
2023-11-24,2023-2024,Lamar,0.424,0.19739897816999535,0.2222222222222222,0.2542372881355932,0.596,0.24238227146814403,0.3448275862068966,0.40384615384615385,bethune-cookman.csv
2023-11-25,2023-2024,Delaware State,0.5,0.20703933747412007,0.21875,0.14285714285714285,0.528,0.1941998964267219,0.2692307692307692,0.3018867924528302,bethune-cookman.csv
2023-11-26,2023-2024,Longwood,0.356,0.274294670846395,0.15151515151515152,0.35555555555555557,0.48,0.20551257253384914,0.34375,0.4489795918367347,bethune-cookman.csv
2023-12-01,2023-2024,Incarnate Word,0.5,0.12864493996569468,0.2894736842105263,0.47692307692307695,0.5,0.26223776223776224,0.22580645161290322,0.5471698113207547,bethune-cookman.csv
2023-12-09,2023-2024,South Carolina State,0.485,0.0949667616334283,0.24324324324324326,0.22388059701492538,0.367,0.18564356435643564,0.475,0.375,bethune-cookman.csv
2023-12-12,2023-2024,Johnson (FL),,,,,,,,,bethune-cookman.csv
2023-12-16,2023-2024,Purdue Fort Wayne,0.417,0.20403264522323575,0.3055555555555556,0.3333333333333333,0.563,0.08582638548307994,0.2647058823529412,0.21875,bethune-cookman.csv
2023-12-20,2023-2024,Chicago State,0.441,0.2437703141928494,0.3333333333333333,0.17647058823529413,0.42,0.24560496380558428,0.45454545454545453,0.26,bethune-cookman.csv
2023-12-29,2023-2024,UCF,0.339,0.26785714285714285,0.25,0.23728813559322035,0.537,0.18086816720257234,0.4666666666666667,0.3880597014925373,bethune-cookman.csv
2023-12-31,2023-2024,Mississippi State,0.453,0.17985611510791366,0.23529411764705882,0.0625,0.647,0.20629190304280556,0.2,0.37254901960784315,bethune-cookman.csv
2024-01-06,2023-2024,Florida A&M,0.646,0.11809163911195086,0.20689655172413793,0.2153846153846154,0.59,0.17597372125762553,0.26666666666666666,0.22950819672131148,bethune-cookman.csv
2024-01-13,2023-2024,Grambling State,0.425,0.18674136321195142,0.45714285714285713,0.3,0.598,0.15768348623853212,0.13636363636363635,0.5217391304347826,bethune-cookman.csv
2024-01-15,2023-2024,Southern,0.519,0.17891221374045801,0.36,0.5283018867924528,0.5,0.08607968519429415,0.1935483870967742,0.3064516129032258,bethune-cookman.csv
2024-01-20,2023-2024,Mississippi Valley State,0.511,0.1991040318566451,0.3076923076923077,0.7555555555555555,0.336,0.20361990950226244,0.3888888888888889,0.4909090909090909,bethune-cookman.csv
2024-01-22,2023-2024,ArkansasâPine Bluff,0.475,0.14792899408284022,0.3235294117647059,0.2711864406779661,0.578,0.1897018970189702,0.19230769230769232,0.3333333333333333,bethune-cookman.csv
2024-01-27,2023-2024,Jackson State,0.581,0.19859813084112152,0.26666666666666666,0.16129032258064516,0.435,0.16163793103448276,0.32608695652173914,0.15942028985507245,bethune-cookman.csv
2024-01-29,2023-2024,Alcorn State,0.466,0.12228260869565219,0.1875,0.22413793103448276,0.5,0.18746652383502943,0.4166666666666667,0.37254901960784315,bethune-cookman.csv
2024-02-03,2023-2024,Alabama State,0.528,0.2183406113537118,0.12,0.4339622641509434,0.364,0.1488095238095238,0.30612244897959184,0.30303030303030304,bethune-cookman.csv
2024-02-05,2023-2024,Alabama A&M,0.481,0.16163793103448273,0.14285714285714285,0.32075471698113206,0.5,0.20030045067601404,0.4,0.38461538461538464,bethune-cookman.csv
2024-02-10,2023-2024,Prairie View A&M,0.58,0.1849112426035503,0.391304347826087,0.3392857142857143,0.5,0.14591439688715954,0.4,0.2786885245901639,bethune-cookman.csv
2024-02-12,2023-2024,Texas Southern,0.587,0.14352818371607515,0.23333333333333334,0.4230769230769231,0.55,0.18863179074446682,0.37037037037037035,0.48,bethune-cookman.csv
2024-02-17,2023-2024,Alcorn State,0.427,0.14970059880239522,0.12121212121212122,0.2708333333333333,0.596,0.23782876329043087,0.5238095238095238,0.2765957446808511,bethune-cookman.csv
2024-02-19,2023-2024,Jackson State,0.462,0.18382352941176472,0.2857142857142857,0.23076923076923078,0.5,0.1528117359413203,0.2,0.38636363636363635,bethune-cookman.csv
2024-02-24,2023-2024,Alabama A&M,0.389,0.14473684210526316,0.28125,0.3888888888888889,0.548,0.2671541057367829,0.19047619047619047,0.35714285714285715,bethune-cookman.csv
2024-02-26,2023-2024,Alabama State,0.479,0.07729681978798586,0.3142857142857143,0.273972602739726,0.43,0.10615711252653927,0.3695652173913043,0.323943661971831,bethune-cookman.csv
2024-03-02,2023-2024,Southern,0.451,0.17431725740848344,0.2222222222222222,0.7317073170731707,0.48,0.1891891891891892,0.2962962962962963,0.2857142857142857,bethune-cookman.csv
2024-03-04,2023-2024,Grambling State,0.433,0.187875751503006,0.3076923076923077,0.13333333333333333,0.472,0.16692347200821778,0.2413793103448276,0.3584905660377358,bethune-cookman.csv
2024-03-09,2023-2024,Florida A&M,0.483,0.2028639618138425,0.28125,0.1896551724137931,0.452,0.2190959409594096,0.2727272727272727,0.16129032258064516,bethune-cookman.csv
2024-03-14,2023-2024,Southern,0.553,0.13345195729537368,0.24,0.44680851063829785,0.367,0.1718667371760973,0.25,0.4489795918367347,bethune-cookman.csv
2024-03-15,2023-2024,Grambling State,0.328,0.144660704892162,0.25,0.25862068965517243,0.49,0.13958682300390843,0.13333333333333333,0.375,bethune-cookman.csv
2024-03-23,2023-2024,Arkansas State,0.521,0.07129277566539924,0.23529411764705882,0.1388888888888889,0.553,0.16991391028545536,0.32142857142857145,0.40350877192982454,bethune-cookman.csv
2024-11-05,2024-2025,Texas Tech,0.467,0.12261580381471389,0.1,0.08333333333333333,0.698,0.14030612244897958,0.4166666666666667,0.09523809523809523,bethune-cookman.csv
2024-11-09,2024-2025,Nebraska,0.427,0.25264124942581534,0.2894736842105263,0.08064516129032258,0.382,0.21316911416390336,0.2972972972972973,0.38181818181818183,bethune-cookman.csv
2024-11-12,2024-2025,Purdue Fort Wayne,0.536,0.23702594810379243,0.17857142857142858,0.18181818181818182,0.508,0.09341429238673517,0.3125,0.40625,bethune-cookman.csv
2024-11-16,2024-2025,South Carolina State,0.481,0.14248704663212436,0.19230769230769232,0.4528301886792453,0.408,0.1771374586679263,0.28205128205128205,0.21666666666666667,bethune-cookman.csv
2024-11-19,2024-2025,Tulane,0.355,0.12444001991040318,0.25,0.20967741935483872,0.484,0.1447178002894356,0.38461538461538464,0.1746031746031746,bethune-cookman.csv
2024-11-26,2024-2025,North Dakota,0.508,0.10970258410531447,0.3333333333333333,0.18181818181818182,0.425,0.1867311072056239,0.45,0.14925373134328357,bethune-cookman.csv
2024-11-27,2024-2025,Gardner-Webb,0.396,0.0954653937947494,0.23076923076923078,0.16417910447761194,0.524,0.16682554814108674,0.36666666666666664,0.22580645161290322,bethune-cookman.csv
2024-12-01,2024-2025,Minnesota,0.558,0.13854679802955663,0.10714285714285714,0.07692307692307693,0.566,0.11955366631243358,0.3103448275862069,0.16393442622950818,bethune-cookman.csv
2024-12-12,2024-2025,Virginia,0.355,0.1218769043266301,0.16666666666666666,0.03636363636363636,0.51,0.1659625829812915,0.3333333333333333,0.16,bethune-cookman.csv
2024-12-14,2024-2025,West Virginia,0.393,0.15784361340456532,0.2564102564102564,0.21311475409836064,0.552,0.10570824524312895,0.1875,0.3448275862068966,bethune-cookman.csv
2024-12-18,2024-2025,South Florida,0.519,0.1475321888412017,0.2631578947368421,0.41509433962264153,0.417,0.14534883720930233,0.358974358974359,0.31666666666666665,bethune-cookman.csv
2024-12-21,2024-2025,Davidson,0.442,0.15814443858724303,0.23333333333333334,0.3269230769230769,0.618,0.1681614349775785,0.2,0.2549019607843137,bethune-cookman.csv
2024-12-30,2024-2025,Mississippi State,0.548,0.20366598778004072,0.2857142857142857,0.3076923076923077,0.574,0.11171797418073486,0.35294117647058826,0.2786885245901639,bethune-cookman.csv
2025-01-04,2024-2025,Florida A&M,0.481,0.16731734523145567,0.25,0.18518518518518517,0.461,0.21043771043771042,0.16666666666666666,0.1568627450980392,bethune-cookman.csv
2025-01-11,2024-2025,Grambling State,0.42,0.18134715025906736,0.30303030303030304,0.46,0.366,0.15022533800701052,0.25,0.32142857142857145,bethune-cookman.csv
2025-01-13,2024-2025,Southern,0.356,0.16266266266266266,0.23076923076923078,0.1864406779661017,0.418,0.09447331128956069,0.325,0.19402985074626866,bethune-cookman.csv
2025-01-18,2024-2025,Mississippi Valley State,0.657,0.14905149051490515,0.26666666666666666,0.2222222222222222,0.471,0.20259319286871963,0.23333333333333334,0.17307692307692307,bethune-cookman.csv
2025-01-20,2024-2025,ArkansasâPine Bluff,0.419,0.11984659635666348,0.3,0.3387096774193548,0.417,0.1606524962926347,0.21621621621621623,0.23333333333333334,bethune-cookman.csv
2025-01-25,2024-2025,Jackson State,0.534,0.17738883632923366,0.4117647058823529,0.3050847457627119,0.534,0.121654501216545,0.37142857142857144,0.3898305084745763,bethune-cookman.csv
2025-01-27,2024-2025,Alcorn State,0.439,0.18144116122343185,0.3870967741935484,0.19298245614035087,0.458,0.07987220447284345,0.30303030303030304,0.2711864406779661,bethune-cookman.csv
2025-02-01,2024-2025,Alabama State,0.472,0.14925373134328357,0.24324324324324326,0.32075471698113206,0.456,0.1311647429171039,0.08333333333333333,0.21052631578947367,bethune-cookman.csv
2025-02-03,2024-2025,Alabama A&M,0.54,0.15039333641832486,0.5,0.3548387096774194,0.5,0.125250501002004,0.2777777777777778,0.15384615384615385,bethune-cookman.csv
2025-02-08,2024-2025,Prairie View A&M,0.625,0.1590019569471624,0.375,0.26785714285714285,0.558,0.11633919338159256,0.15625,0.25,bethune-cookman.csv
2025-02-10,2024-2025,Texas Southern,0.609,0.18200728029121163,0.35714285714285715,0.23636363636363636,0.486,0.10623229461756374,0.3333333333333333,0.12857142857142856,bethune-cookman.csv
2025-02-15,2024-2025,Alcorn State,0.585,0.2175095160413268,0.2,0.40425531914893614,0.484,0.07680491551459293,0.2,0.2903225806451613,bethune-cookman.csv
2025-02-17,2024-2025,Jackson State,0.536,0.184891706286318,0.20689655172413793,0.19642857142857142,0.56,0.13600395647873392,0.38461538461538464,0.3275862068965517,bethune-cookman.csv
2025-02-22,2024-2025,Alabama A&M,0.51,0.24354603019970772,0.35714285714285715,0.28846153846153844,0.397,0.1392757660167131,0.2894736842105263,0.14705882352941177,bethune-cookman.csv
2025-02-24,2024-2025,Alabama State,0.564,0.24960588544403572,0.25925925925925924,0.3617021276595745,0.43,0.0653765690376569,0.14705882352941177,0.203125,bethune-cookman.csv
2025-03-01,2024-2025,Southern,0.473,0.20481927710843373,0.3225806451612903,0.32727272727272727,0.5,0.181723779854621,0.2413793103448276,0.23214285714285715,bethune-cookman.csv
2025-03-03,2024-2025,Grambling State,0.585,0.17548596112311016,0.36,0.48936170212765956,0.483,0.1375,0.3684210526315789,0.25862068965517243,bethune-cookman.csv
2025-03-08,2024-2025,Florida A&M,0.5,0.10141987829614606,0.23529411764705882,0.288135593220339,0.516,0.10582010582010583,0.23333333333333334,0.19672131147540983,bethune-cookman.csv
2025-03-13,2024-2025,Alcorn State,0.526,0.12322015334063526,0.14705882352941177,0.15789473684210525,0.419,0.14131551901336073,0.2647058823529412,0.12903225806451613,bethune-cookman.csv
2025-03-14,2024-2025,Jackson State,0.272,0.06711409395973154,0.3137254901960784,0.08860759493670886,0.542,0.1827896512935883,0.17857142857142858,0.3958333333333333,bethune-cookman.csv
2023-11-06,2023-2024,Chicago State,0.5,0.1608910891089109,0.2903225806451613,0.1864406779661017,0.286,0.19329896907216496,0.16666666666666666,0.16071428571428573,bowling-green-state.csv
2023-11-11,2023-2024,Arkansas State,0.55,0.08021390374331551,0.1935483870967742,0.25,0.546,0.12664640324214793,0.18181818181818182,0.06153846153846154,bowling-green-state.csv
2023-11-14,2023-2024,Oakland,0.474,0.20946278955150321,0.26666666666666666,0.1206896551724138,0.553,0.13770655983975966,0.22580645161290322,0.3157894736842105,bowling-green-state.csv
2023-11-17,2023-2024,Bellarmine,0.451,0.10055304172951232,0.35,0.19672131147540983,0.698,0.15914351851851852,0.17647058823529413,0.375,bowling-green-state.csv
2023-11-24,2023-2024,Western Kentucky,0.44,0.22810218978102187,0.20588235294117646,0.2413793103448276,0.377,0.11858559724018973,0.2682926829268293,0.2898550724637681,bowling-green-state.csv
2023-11-25,2023-2024,Lipscomb,0.69,0.14245014245014245,0.1,0.034482758620689655,0.444,0.12846865364850976,0.2,0.07936507936507936,bowling-green-state.csv
2023-11-26,2023-2024,Canisius,0.56,0.08291873963515754,0.2903225806451613,0.20689655172413793,0.545,0.08183306055646482,0.2,0.015151515151515152,bowling-green-state.csv
2023-12-02,2023-2024,Southern Indiana,0.325,0.14395393474088292,0.2558139534883721,0.20634920634920634,0.361,0.2130325814536341,0.3142857142857143,0.24074074074074073,bowling-green-state.csv
2023-12-10,2023-2024,Ohio Dominican,0.533,0.13245033112582782,0.35135135135135137,0.5245901639344263,0.331,0.19878391019644528,0.16279069767441862,0.09230769230769231,bowling-green-state.csv
2023-12-16,2023-2024,Kansas City,0.492,0.07767995857068877,0.22580645161290322,0.2903225806451613,0.451,0.10832932113625421,0.3,0.07042253521126761,bowling-green-state.csv
2023-12-19,2023-2024,Hampton,0.482,0.14917951268025859,0.19230769230769232,0.3508771929824561,0.435,0.11040235525024535,0.21052631578947367,0.07246376811594203,bowling-green-state.csv
2023-12-22,2023-2024,Siena Heights,0.54,0.17755681818181818,0.20588235294117646,0.1935483870967742,0.52,0.331207065750736,0.17857142857142858,0.09803921568627451,bowling-green-state.csv
2024-01-02,2023-2024,Eastern Michigan,0.523,0.0992063492063492,0.21428571428571427,0.36923076923076925,0.533,0.07851054284432481,0.2,0.11842105263157894,bowling-green-state.csv
2024-01-05,2023-2024,Akron,0.491,0.13234515616728426,0.30303030303030304,0.23636363636363636,0.589,0.11842105263157894,0.34615384615384615,0.30357142857142855,bowling-green-state.csv
2024-01-09,2023-2024,Ohio,0.587,0.12703252032520326,0.2857142857142857,0.14285714285714285,0.579,0.13347570742124934,0.2222222222222222,0.21052631578947367,bowling-green-state.csv
2024-01-13,2023-2024,Northern Illinois,0.492,0.11831519167061051,0.3,0.4,0.491,0.11949017525225705,0.12903225806451613,0.35185185185185186,bowling-green-state.csv
2024-01-16,2023-2024,Miami (OH),0.518,0.11300853842290307,0.24324324324324326,0.3333333333333333,0.553,0.16971279373368148,0.17857142857142858,0.17543859649122806,bowling-green-state.csv
2024-01-20,2023-2024,Western Michigan,0.442,0.14755480607082633,0.40476190476190477,0.3333333333333333,0.521,0.165929203539823,0.3076923076923077,0.07042253521126761,bowling-green-state.csv
